xk,xpl,xmw,xTe,,,yts,ytt
0.5,0.8,0.7047,354.7,,,4,6
0.5,0.8,1.12,288.8,,,4.5,0
0.5,0.8,1.086,294.2,,,4.5,0.5
0.5,0.8,1.052,299.6,,,4.5,1
0.5,0.8,1.018,305,,,4.5,1.5
0.5,0.8,0.9843,310.4,,,4.5,2
0.5,0.8,0.9501,315.8,,,4.5,2.5
0.5,0.8,0.9157,321.3,,,4.5,3
0.5,0.8,0.881,326.8,,,4.5,3.5
0.5,0.8,0.8458,332.4,,,4.5,4
0.5,0.8,0.81,338,,,4.5,4.5
0.5,0.8,0.7733,343.9,,,4.5,5
0.5,0.8,0.7355,349.9,,,4.5,5.5
0.5,0.8,0.6961,356.1,,,4.5,6
0.5,0.8,1.1,292,,,5,0
0.5,0.8,1.067,297.2,,,5,0.5
0.5,0.8,1.034,302.5,,,5,1
0.5,0.8,1.001,307.7,,,5,1.5
0.5,0.8,0.9684,312.9,,,5,2
0.5,0.8,0.9353,318.2,,,5,2.5
0.5,0.8,0.9019,323.5,,,5,3
0.5,0.8,0.8682,328.8,,,5,3.5
0.5,0.8,0.8339,334.2,,,5,4
0.5,0.8,0.7991,339.8,,,5,4.5
0.5,0.8,0.7633,345.4,,,5,5
0.5,0.8,0.7265,351.3,,,5,5.5
0.5,0.8,0.688,357.4,,,5,6
0.5,0.8,1.081,295.1,,,5.5,0
0.5,0.8,1.049,300.1,,,5.5,0.5
0.5,0.8,1.017,305.1,,,5.5,1
0.5,0.8,0.9854,310.2,,,5.5,1.5
0.5,0.8,0.9535,315.3,,,5.5,2
0.5,0.8,0.9213,320.4,,,5.5,2.5
0.5,0.8,0.8889,325.5,,,5.5,3
0.5,0.8,0.8561,330.7,,,5.5,3.5
0.5,0.8,0.8228,336,,,5.5,4
0.5,0.8,0.7888,341.4,,,5.5,4.5
0.5,0.8,0.7539,346.9,,,5.5,5
0.5,0.8,0.7179,352.7,,,5.5,5.5
0.5,0.8,0.6804,358.6,,,5.5,6
0.5,0.8,1.063,297.9,,,6,0
0.5,0.8,1.032,302.8,,,6,0.5
0.5,0.8,1.001,307.7,,,6,1
0.5,0.8,0.9705,312.6,,,6,1.5
0.5,0.8,0.9394,317.5,,,6,2
0.5,0.8,0.9082,322.5,,,6,2.5
0.5,0.8,0.8766,327.5,,,6,3
0.5,0.8,0.8447,332.5,,,6,3.5
0.5,0.8,0.8122,337.7,,,6,4
0.5,0.8,0.7791,342.9,,,6,4.5
0.5,0.8,0.7451,348.3,,,6,5
0.5,0.8,0.7099,353.9,,,6,5.5
0.5,0.8,0.6731,359.8,,,6,6
0.5,0.85,1.403,248.4,,,0,0
0.5,0.85,1.351,256.3,,,0,0.5
0.5,0.85,1.299,264.2,,,0,1
0.5,0.85,1.247,271.9,,,0,1.5
0.5,0.85,1.196,279.6,,,0,2
0.5,0.85,1.146,287.2,,,0,2.5
0.5,0.85,1.096,294.8,,,0,3
0.5,0.85,1.046,302.3,,,0,3.5
0.5,0.85,0.9963,309.8,,,0,4
0.5,0.85,0.9464,317.3,,,0,4.5
0.5,0.85,0.8961,324.9,,,0,5
0.5,0.85,0.8451,332.6,,,0,5.5
0.5,0.85,0.7929,340.5,,,0,6
0.5,0.85,1.358,255.2,,,0.5,0
0.5,0.85,1.308,262.7,,,0.5,0.5
0.5,0.85,1.259,270.1,,,0.5,1
0.5,0.85,1.211,277.4,,,0.5,1.5
0.5,0.85,1.163,284.7,,,0.5,2
0.5,0.85,1.115,291.9,,,0.5,2.5
0.5,0.85,1.067,299.1,,,0.5,3
0.5,0.85,1.02,306.2,,,0.5,3.5
0.5,0.85,0.9726,313.4,,,0.5,4
0.5,0.85,0.9249,320.6,,,0.5,4.5
0.5,0.85,0.8768,327.8,,,0.5,5
0.5,0.85,0.8278,335.2,,,0.5,5.5
0.5,0.85,0.7776,342.8,,,0.5,6
0.5,0.85,1.317,261.3,,,1,0
0.5,0.85,1.27,268.4,,,1,0.5
0.5,0.85,1.224,275.4,,,1,1
0.5,0.85,1.178,282.4,,,1,1.5
0.5,0.85,1.132,289.3,,,1,2
0.5,0.85,1.087,296.1,,,1,2.5
0.5,0.85,1.042,303,,,1,3
0.5,0.85,0.9963,309.8,,,1,3.5
0.5,0.85,0.9509,316.6,,,1,4
0.5,0.85,0.9053,323.5,,,1,4.5
0.5,0.85,0.8591,330.5,,,1,5
0.5,0.85,0.812,337.6,,,1,5.5
0.5,0.85,0.7636,344.9,,,1,6
0.5,0.85,1.281,266.9,,,1.5,0
0.5,0.85,1.236,273.6,,,1.5,0.5
0.5,0.85,1.192,280.3,,,1.5,1
0.5,0.85,1.148,286.9,,,1.5,1.5
0.5,0.85,1.105,293.4,,,1.5,2
0.5,0.85,1.061,300,,,1.5,2.5
0.5,0.85,1.018,306.5,,,1.5,3
0.5,0.85,0.9746,313.1,,,1.5,3.5
0.5,0.85,0.9311,319.6,,,1.5,4
0.5,0.85,0.8873,326.2,,,1.5,4.5
0.5,0.85,0.8428,333,,,1.5,5
0.5,0.85,0.7975,339.8,,,1.5,5.5
0.5,0.85,0.7507,346.9,,,1.5,6
0.5,0.85,1.247,271.9,,,2,0
0.5,0.85,1.205,278.3,,,2,0.5
0.5,0.85,1.163,284.7,,,2,1
0.5,0.85,1.121,291,,,2,1.5
0.5,0.85,1.079,297.3,,,2,2
0.5,0.85,1.038,303.5,,,2,2.5
0.5,0.85,0.9963,309.8,,,2,3
0.5,0.85,0.9547,316.1,,,2,3.5
0.5,0.85,0.9129,322.4,,,2,4
0.5,0.85,0.8707,328.7,,,2,4.5
0.5,0.85,0.8278,335.2,,,2,5
0.5,0.85,0.784,341.8,,,2,5.5
0.5,0.85,0.7388,348.7,,,2,6
0.5,0.85,1.217,276.5,,,2.5,0
0.5,0.85,1.176,282.6,,,2.5,0.5
0.5,0.85,1.136,288.7,,,2.5,1
0.5,0.85,1.096,294.8,,,2.5,1.5
0.5,0.85,1.056,300.8,,,2.5,2
0.5,0.85,1.016,306.8,,,2.5,2.5
0.5,0.85,0.9764,312.8,,,2.5,3
0.5,0.85,0.9364,318.8,,,2.5,3.5
0.5,0.85,0.8961,324.9,,,2.5,4
0.5,0.85,0.8554,331.1,,,2.5,4.5
0.5,0.85,0.8139,337.3,,,2.5,5
0.5,0.85,0.7715,343.7,,,2.5,5.5
0.5,0.85,0.7276,350.3,,,2.5,6
0.5,0.85,1.188,280.8,,,3,0
0.5,0.85,1.15,286.6,,,3,0.5
0.5,0.85,1.111,292.4,,,3,1
0.5,0.85,1.073,298.2,,,3,1.5
0.5,0.85,1.035,304,,,3,2
0.5,0.85,0.9963,309.8,,,3,2.5
0.5,0.85,0.9579,315.6,,,3,3
0.5,0.85,0.9194,321.4,,,3,3.5
0.5,0.85,0.8805,327.3,,,3,4
0.5,0.85,0.8411,333.2,,,3,4.5
0.5,0.85,0.801,339.3,,,3,5
0.5,0.85,0.7598,345.5,,,3,5.5
0.5,0.85,0.7172,351.9,,,3,6
0.5,0.85,1.163,284.7,,,3.5,0
0.5,0.85,1.125,290.3,,,3.5,0.5
0.5,0.85,1.088,295.9,,,3.5,1
0.5,0.85,1.052,301.4,,,3.5,1.5
0.5,0.85,1.015,307,,,3.5,2
0.5,0.85,0.9778,312.6,,,3.5,2.5
0.5,0.85,0.9408,318.2,,,3.5,3
0.5,0.85,0.9036,323.8,,,3.5,3.5
0.5,0.85,0.866,329.5,,,3.5,4
0.5,0.85,0.8278,335.2,,,3.5,4.5
0.5,0.85,0.7889,341.1,,,3.5,5
0.5,0.85,0.749,347.1,,,3.5,5.5
0.5,0.85,0.7075,353.4,,,3.5,6
0.5,0.85,1.139,288.3,,,4,0
0.5,0.85,1.103,293.7,,,4,0.5
0.5,0.85,1.067,299.1,,,4,1
0.5,0.85,1.032,304.4,,,4,1.5
0.5,0.85,0.9963,309.8,,,4,2
0.5,0.85,0.9607,315.2,,,4,2.5
0.5,0.85,0.9249,320.6,,,4,3
0.5,0.85,0.8889,326,,,4,3.5
0.5,0.85,0.8524,331.5,,,4,4
0.5,0.85,0.8154,337.1,,,4,4.5
0.5,0.85,0.7776,342.8,,,4,5
0.5,0.85,0.7388,348.7,,,4,5.5
0.5,0.85,0.6984,354.8,,,4,6
0.5,0.85,1.117,291.6,,,4.5,0
0.5,0.85,1.082,296.8,,,4.5,0.5
0.5,0.85,1.048,302,,,4.5,1
0.5,0.85,1.013,307.2,,,4.5,1.5
0.5,0.85,0.9791,312.4,,,4.5,2
0.5,0.85,0.9447,317.6,,,4.5,2.5
0.5,0.85,0.91,322.8,,,4.5,3
0.5,0.85,0.8751,328.1,,,4.5,3.5
0.5,0.85,0.8397,333.4,,,4.5,4
0.5,0.85,0.8038,338.8,,,4.5,4.5
0.5,0.85,0.767,344.4,,,4.5,5
0.5,0.85,0.7292,350.1,,,4.5,5.5
0.5,0.85,0.6898,356.1,,,4.5,6
0.5,0.85,1.096,294.8,,,5,0
0.5,0.85,1.063,299.8,,,5,0.5
0.5,0.85,1.029,304.8,,,5,1
0.5,0.85,0.9963,309.8,,,5,1.5
0.5,0.85,0.9631,314.8,,,5,2
0.5,0.85,0.9297,319.8,,,5,2.5
0.5,0.85,0.8961,324.9,,,5,3
0.5,0.85,0.8622,330,,,5,3.5
0.5,0.85,0.8278,335.2,,,5,4
0.5,0.85,0.7929,340.5,,,5,4.5
0.5,0.85,0.7571,345.9,,,5,5
0.5,0.85,0.7201,351.5,,,5,5.5
0.5,0.85,0.6817,357.3,,,5,6
0.5,0.85,1.077,297.7,,,5.5,0
0.5,0.85,1.044,302.5,,,5.5,0.5
0.5,0.85,1.012,307.4,,,5.5,1
0.5,0.85,0.9802,312.2,,,5.5,1.5
0.5,0.85,0.948,317.1,,,5.5,2
0.5,0.85,0.9156,322,,,5.5,2.5
0.5,0.85,0.883,326.9,,,5.5,3
0.5,0.85,0.8501,331.9,,,5.5,3.5
0.5,0.85,0.8166,336.9,,,5.5,4
0.5,0.85,0.7826,342.1,,,5.5,4.5
0.5,0.85,0.7476,347.3,,,5.5,5
0.5,0.85,0.7116,352.8,,,5.5,5.5
0.5,0.85,0.6741,358.4,,,5.5,6
0.5,0.85,1.058,300.4,,,6,0
0.5,0.85,1.027,305.1,,,6,0.5
0.5,0.85,0.9963,309.8,,,6,1
0.5,0.85,0.9651,314.5,,,6,1.5
0.5,0.85,0.9339,319.2,,,6,2
0.5,0.85,0.9024,324,,,6,2.5
0.5,0.85,0.8707,328.7,,,6,3
0.5,0.85,0.8386,333.6,,,6,3.5
0.5,0.85,0.8061,338.5,,,6,4
0.5,0.85,0.7728,343.5,,,6,4.5
0.5,0.85,0.7388,348.7,,,6,5
0.5,0.85,0.7035,354,,,6,5.5
0.5,0.85,0.6668,359.5,,,6,6
0.5,0.9,1.404,252.6,,,0,0
0.5,0.9,1.351,260.3,,,0,0.5
0.5,0.9,1.297,267.9,,,0,1
0.5,0.9,1.245,275.4,,,0,1.5
0.5,0.9,1.193,282.8,,,0,2
0.5,0.9,1.142,290.1,,,0,2.5
0.5,0.9,1.092,297.4,,,0,3
0.5,0.9,1.041,304.6,,,0,3.5
0.5,0.9,0.9909,311.8,,,0,4
0.5,0.9,0.9407,319,,,0,4.5
0.5,0.9,0.8901,326.3,,,0,5
0.5,0.9,0.8388,333.6,,,0,5.5
0.5,0.9,0.7864,341.1,,,0,6
0.5,0.9,1.358,259.2,,,0.5,0
0.5,0.9,1.307,266.5,,,0.5,0.5
0.5,0.9,1.257,273.6,,,0.5,1
0.5,0.9,1.208,280.7,,,0.5,1.5
0.5,0.9,1.159,287.7,,,0.5,2
0.5,0.9,1.111,294.6,,,0.5,2.5
0.5,0.9,1.063,301.5,,,0.5,3
0.5,0.9,1.015,308.4,,,0.5,3.5
0.5,0.9,0.967,315.2,,,0.5,4
0.5,0.9,0.919,322.1,,,0.5,4.5
0.5,0.9,0.8706,329.1,,,0.5,5
0.5,0.9,0.8215,336.1,,,0.5,5.5
0.5,0.9,0.7712,343.3,,,0.5,6
0.5,0.9,1.317,265.2,,,1,0
0.5,0.9,1.269,272,,,1,0.5
0.5,0.9,1.221,278.8,,,1,1
0.5,0.9,1.175,285.5,,,1,1.5
0.5,0.9,1.128,292.1,,,1,2
0.5,0.9,1.082,298.7,,,1,2.5
0.5,0.9,1.037,305.3,,,1,3
0.5,0.9,0.9909,311.8,,,1,3.5
0.5,0.9,0.9452,318.4,,,1,4
0.5,0.9,0.8993,324.9,,,1,4.5
0.5,0.9,0.8529,331.6,,,1,5
0.5,0.9,0.8057,338.4,,,1,5.5
0.5,0.9,0.7572,345.3,,,1,6
0.5,0.9,1.279,270.5,,,1.5,0
0.5,0.9,1.234,277,,,1.5,0.5
0.5,0.9,1.189,283.5,,,1.5,1
0.5,0.9,1.144,289.8,,,1.5,1.5
0.5,0.9,1.1,296.1,,,1.5,2
0.5,0.9,1.056,302.4,,,1.5,2.5
0.5,0.9,1.013,308.7,,,1.5,3
0.5,0.9,0.9691,314.9,,,1.5,3.5
0.5,0.9,0.9253,321.2,,,1.5,4
0.5,0.9,0.8812,327.5,,,1.5,4.5
0.5,0.9,0.8366,333.9,,,1.5,5
0.5,0.9,0.7911,340.5,,,1.5,5.5
0.5,0.9,0.7442,347.2,,,1.5,6
0.5,0.9,1.245,275.4,,,2,0
0.5,0.9,1.202,281.6,,,2,0.5
0.5,0.9,1.159,287.7,,,2,1
0.5,0.9,1.117,293.8,,,2,1.5
0.5,0.9,1.075,299.8,,,2,2
0.5,0.9,1.033,305.8,,,2,2.5
0.5,0.9,0.9909,311.8,,,2,3
0.5,0.9,0.9491,317.8,,,2,3.5
0.5,0.9,0.907,323.8,,,2,4
0.5,0.9,0.8646,329.9,,,2,4.5
0.5,0.9,0.8215,336.1,,,2,5
0.5,0.9,0.7776,342.4,,,2,5.5
0.5,0.9,0.7323,348.9,,,2,6
0.5,0.9,1.214,279.9,,,2.5,0
0.5,0.9,1.173,285.8,,,2.5,0.5
0.5,0.9,1.132,291.6,,,2.5,1
0.5,0.9,1.092,297.4,,,2.5,1.5
0.5,0.9,1.051,303.2,,,2.5,2
0.5,0.9,1.011,308.9,,,2.5,2.5
0.5,0.9,0.9709,314.7,,,2.5,3
0.5,0.9,0.9306,320.5,,,2.5,3.5
0.5,0.9,0.8901,326.3,,,2.5,4
0.5,0.9,0.8491,332.1,,,2.5,4.5
0.5,0.9,0.8076,338.1,,,2.5,5
0.5,0.9,0.765,344.2,,,2.5,5.5
0.5,0.9,0.7211,350.5,,,2.5,6
0.5,0.9,1.185,284,,,3,0
0.5,0.9,1.146,289.6,,,3,0.5
0.5,0.9,1.107,295.2,,,3,1
0.5,0.9,1.068,300.7,,,3,1.5
0.5,0.9,1.03,306.3,,,3,2
0.5,0.9,0.9909,311.8,,,3,2.5
0.5,0.9,0.9523,317.4,,,3,3
0.5,0.9,0.9135,322.9,,,3,3.5
0.5,0.9,0.8744,328.5,,,3,4
0.5,0.9,0.8348,334.2,,,3,4.5
0.5,0.9,0.7946,340,,,3,5
0.5,0.9,0.7534,345.9,,,3,5.5
0.5,0.9,0.7108,352,,,3,6
0.5,0.9,1.159,287.7,,,3.5,0
0.5,0.9,1.122,293.1,,,3.5,0.5
0.5,0.9,1.084,298.5,,,3.5,1
0.5,0.9,1.047,303.8,,,3.5,1.5
0.5,0.9,1.01,309.2,,,3.5,2
0.5,0.9,0.9723,314.5,,,3.5,2.5
0.5,0.9,0.9351,319.8,,,3.5,3
0.5,0.9,0.8976,325.2,,,3.5,3.5
0.5,0.9,0.8598,330.6,,,3.5,4
0.5,0.9,0.8215,336.1,,,3.5,4.5
0.5,0.9,0.7825,341.7,,,3.5,5
0.5,0.9,0.7425,347.4,,,3.5,5.5
0.5,0.9,0.701,353.4,,,3.5,6
0.5,0.9,1.135,291.2,,,4,0
0.5,0.9,1.099,296.4,,,4,0.5
0.5,0.9,1.063,301.5,,,4,1
0.5,0.9,1.027,306.7,,,4,1.5
0.5,0.9,0.9909,311.8,,,4,2
0.5,0.9,0.9551,317,,,4,2.5
0.5,0.9,0.919,322.1,,,4,3
0.5,0.9,0.8828,327.3,,,4,3.5
0.5,0.9,0.8462,332.6,,,4,4
0.5,0.9,0.8091,337.9,,,4,4.5
0.5,0.9,0.7712,343.3,,,4,5
0.5,0.9,0.7323,348.9,,,4,5.5
0.5,0.9,0.6919,354.7,,,4,6
0.5,0.9,1.112,294.4,,,4.5,0
0.5,0.9,1.078,299.4,,,4.5,0.5
0.5,0.9,1.043,304.4,,,4.5,1
0.5,0.9,1.008,309.3,,,4.5,1.5
0.5,0.9,0.9736,314.3,,,4.5,2
0.5,0.9,0.9389,319.3,,,4.5,2.5
0.5,0.9,0.9041,324.3,,,4.5,3
0.5,0.9,0.869,329.3,,,4.5,3.5
0.5,0.9,0.8335,334.4,,,4.5,4
0.5,0.9,0.7974,339.5,,,4.5,4.5
0.5,0.9,0.7606,344.8,,,4.5,5
0.5,0.9,0.7227,350.3,,,4.5,5.5
0.5,0.9,0.6833,355.9,,,4.5,6
0.5,0.9,1.092,297.4,,,5,0
0.5,0.9,1.058,302.2,,,5,0.5
0.5,0.9,1.024,307,,,5,1
0.5,0.9,0.9909,311.8,,,5,1.5
0.5,0.9,0.9574,316.6,,,5,2
0.5,0.9,0.9239,321.4,,,5,2.5
0.5,0.9,0.8901,326.3,,,5,3
0.5,0.9,0.856,331.2,,,5,3.5
0.5,0.9,0.8215,336.1,,,5,4
0.5,0.9,0.7864,341.1,,,5,4.5
0.5,0.9,0.7506,346.3,,,5,5
0.5,0.9,0.7136,351.5,,,5,5.5
0.5,0.9,0.6753,357,,,5,6
0.5,0.9,1.072,300.2,,,5.5,0
0.5,0.9,1.04,304.9,,,5.5,0.5
0.5,0.9,1.007,309.5,,,5.5,1
0.5,0.9,0.9747,314.1,,,5.5,1.5
0.5,0.9,0.9423,318.8,,,5.5,2
0.5,0.9,0.9097,323.5,,,5.5,2.5
0.5,0.9,0.8769,328.2,,,5.5,3
0.5,0.9,0.8438,332.9,,,5.5,3.5
0.5,0.9,0.8103,337.7,,,5.5,4
0.5,0.9,0.7761,342.6,,,5.5,4.5
0.5,0.9,0.7412,347.6,,,5.5,5
0.5,0.9,0.7051,352.8,,,5.5,5.5
0.5,0.9,0.6676,358.1,,,5.5,6
0.5,0.9,1.054,302.8,,,6,0
0.5,0.9,1.022,307.3,,,6,0.5
0.5,0.9,0.9909,311.8,,,6,1
0.5,0.9,0.9595,316.3,,,6,1.5
0.5,0.9,0.9281,320.8,,,6,2
0.5,0.9,0.8964,325.4,,,6,2.5
0.5,0.9,0.8646,329.9,,,6,3
0.5,0.9,0.8323,334.5,,,6,3.5
0.5,0.9,0.7997,339.2,,,6,4
0.5,0.9,0.7664,344,,,6,4.5
0.5,0.9,0.7323,348.9,,,6,5
0.5,0.9,0.6971,353.9,,,6,5.5
0.5,0.9,0.6604,359.2,,,6,6
0.5,0.95,1.405,256.7,,,0,0
0.5,0.95,1.35,264.2,,,0,0.5
0.5,0.95,1.296,271.5,,,0,1
0.5,0.95,1.242,278.8,,,0,1.5
0.5,0.95,1.19,285.9,,,0,2
0.5,0.95,1.138,292.9,,,0,2.5
0.5,0.95,1.087,299.9,,,0,3
0.5,0.95,1.036,306.8,,,0,3.5
0.5,0.95,0.9852,313.7,,,0,4
0.5,0.95,0.9345,320.6,,,0,4.5
0.5,0.95,0.8837,327.5,,,0,5
0.5,0.95,0.8322,334.4,,,0,5.5
0.5,0.95,0.7797,341.6,,,0,6
0.5,0.95,1.358,263.1,,,0.5,0
0.5,0.95,1.306,270.2,,,0.5,0.5
0.5,0.95,1.255,277.1,,,0.5,1
0.5,0.95,1.205,283.9,,,0.5,1.5
0.5,0.95,1.155,290.6,,,0.5,2
0.5,0.95,1.106,297.3,,,0.5,2.5
0.5,0.95,1.058,303.9,,,0.5,3
0.5,0.95,1.009,310.4,,,0.5,3.5
0.5,0.95,0.9611,317,,,0.5,4
0.5,0.95,0.9128,323.5,,,0.5,4.5
0.5,0.95,0.8642,330.1,,,0.5,5
0.5,0.95,0.8149,336.8,,,0.5,5.5
0.5,0.95,0.7645,343.6,,,0.5,6
0.5,0.95,1.315,268.9,,,1,0
0.5,0.95,1.266,275.5,,,1,0.5
0.5,0.95,1.218,282,,,1,1
0.5,0.95,1.171,288.5,,,1,1.5
0.5,0.95,1.124,294.8,,,1,2
0.5,0.95,1.077,301.2,,,1,2.5
0.5,0.95,1.031,307.4,,,1,3
0.5,0.95,0.9852,313.7,,,1,3.5
0.5,0.95,0.9391,319.9,,,1,4
0.5,0.95,0.893,326.2,,,1,4.5
0.5,0.95,0.8463,332.5,,,1,5
0.5,0.95,0.799,339,,,1,5.5
0.5,0.95,0.7504,345.5,,,1,6
0.5,0.95,1.277,274.1,,,1.5,0
0.5,0.95,1.231,280.3,,,1.5,0.5
0.5,0.95,1.185,286.5,,,1.5,1
0.5,0.95,1.14,292.6,,,1.5,1.5
0.5,0.95,1.096,298.7,,,1.5,2
0.5,0.95,1.051,304.7,,,1.5,2.5
0.5,0.95,1.007,310.7,,,1.5,3
0.5,0.95,0.9632,316.7,,,1.5,3.5
0.5,0.95,0.9191,322.7,,,1.5,4
0.5,0.95,0.8748,328.7,,,1.5,4.5
0.5,0.95,0.83,334.7,,,1.5,5
0.5,0.95,0.7844,340.9,,,1.5,5.5
0.5,0.95,0.7375,347.3,,,1.5,6
0.5,0.95,1.242,278.8,,,2,0
0.5,0.95,1.199,284.7,,,2,0.5
0.5,0.95,1.155,290.6,,,2,1
0.5,0.95,1.112,296.4,,,2,1.5
0.5,0.95,1.07,302.2,,,2,2
0.5,0.95,1.027,308,,,2,2.5
0.5,0.95,0.9852,313.7,,,2,3
0.5,0.95,0.943,319.4,,,2,3.5
0.5,0.95,0.9007,325.2,,,2,4
0.5,0.95,0.858,330.9,,,2,4.5
0.5,0.95,0.8149,336.8,,,2,5
0.5,0.95,0.7708,342.8,,,2,5.5
0.5,0.95,0.7255,348.9,,,2,6
0.5,0.95,1.211,283.1,,,2.5,0
0.5,0.95,1.169,288.7,,,2.5,0.5
0.5,0.95,1.128,294.3,,,2.5,1
0.5,0.95,1.087,299.9,,,2.5,1.5
0.5,0.95,1.046,305.4,,,2.5,2
0.5,0.95,1.005,310.9,,,2.5,2.5
0.5,0.95,0.9649,316.4,,,2.5,3
0.5,0.95,0.9244,321.9,,,2.5,3.5
0.5,0.95,0.8837,327.5,,,2.5,4
0.5,0.95,0.8426,333,,,2.5,4.5
0.5,0.95,0.8009,338.7,,,2.5,5
0.5,0.95,0.7583,344.5,,,2.5,5.5
0.5,0.95,0.7144,350.4,,,2.5,6
0.5,0.95,1.182,287,,,3,0
0.5,0.95,1.142,292.4,,,3,0.5
0.5,0.95,1.102,297.8,,,3,1
0.5,0.95,1.063,303.1,,,3,1.5
0.5,0.95,1.024,308.4,,,3,2
0.5,0.95,0.9852,313.7,,,3,2.5
0.5,0.95,0.9462,319,,,3,3
0.5,0.95,0.9072,324.3,,,3,3.5
0.5,0.95,0.8679,329.6,,,3,4
0.5,0.95,0.8282,335,,,3,4.5
0.5,0.95,0.7879,340.5,,,3,5
0.5,0.95,0.7466,346.1,,,3,5.5
0.5,0.95,0.704,351.8,,,3,6
0.5,0.95,1.155,290.6,,,3.5,0
0.5,0.95,1.117,295.8,,,3.5,0.5
0.5,0.95,1.079,300.9,,,3.5,1
0.5,0.95,1.041,306,,,3.5,1.5
0.5,0.95,1.004,311.1,,,3.5,2
0.5,0.95,0.9664,316.2,,,3.5,2.5
0.5,0.95,0.9289,321.3,,,3.5,3
0.5,0.95,0.8912,326.4,,,3.5,3.5
0.5,0.95,0.8533,331.6,,,3.5,4
0.5,0.95,0.8149,336.8,,,3.5,4.5
0.5,0.95,0.7758,342.1,,,3.5,5
0.5,0.95,0.7357,347.5,,,3.5,5.5
0.5,0.95,0.6943,353.2,,,3.5,6
0.5,0.95,1.131,293.9,,,4,0
0.5,0.95,1.094,298.9,,,4,0.5
0.5,0.95,1.058,303.9,,,4,1
0.5,0.95,1.021,308.8,,,4,1.5
0.5,0.95,0.9852,313.7,,,4,2
0.5,0.95,0.949,318.6,,,4,2.5
0.5,0.95,0.9128,323.5,,,4,3
0.5,0.95,0.8764,328.4,,,4,3.5
0.5,0.95,0.8396,333.4,,,4,4
0.5,0.95,0.8024,338.5,,,4,4.5
0.5,0.95,0.7645,343.6,,,4,5
0.5,0.95,0.7255,348.9,,,4,5.5
0.5,0.95,0.6852,354.4,,,4,6
0.5,0.95,1.108,297,,,4.5,0
0.5,0.95,1.073,301.8,,,4.5,0.5
0.5,0.95,1.038,306.6,,,4.5,1
0.5,0.95,1.003,311.3,,,4.5,1.5
0.5,0.95,0.9677,316.1,,,4.5,2
0.5,0.95,0.9328,320.8,,,4.5,2.5
0.5,0.95,0.8977,325.5,,,4.5,3
0.5,0.95,0.8625,330.3,,,4.5,3.5
0.5,0.95,0.8269,335.2,,,4.5,4
0.5,0.95,0.7907,340.1,,,4.5,4.5
0.5,0.95,0.7538,345.1,,,4.5,5
0.5,0.95,0.7159,350.2,,,4.5,5.5
0.5,0.95,0.6766,355.6,,,4.5,6
0.5,0.95,1.087,299.9,,,5,0
0.5,0.95,1.053,304.5,,,5,0.5
0.5,0.95,1.019,309.1,,,5,1
0.5,0.95,0.9852,313.7,,,5,1.5
0.5,0.95,0.9514,318.3,,,5,2
0.5,0.95,0.9176,322.9,,,5,2.5
0.5,0.95,0.8837,327.5,,,5,3
0.5,0.95,0.8495,332.1,,,5,3.5
0.5,0.95,0.8149,336.8,,,5,4
0.5,0.95,0.7797,341.6,,,5,4.5
0.5,0.95,0.7438,346.4,,,5,5
0.5,0.95,0.7069,351.4,,,5,5.5
0.5,0.95,0.6686,356.7,,,5,6
0.5,0.95,1.067,302.6,,,5.5,0
0.5,0.95,1.034,307,,,5.5,0.5
0.5,0.95,1.001,311.5,,,5.5,1
0.5,0.95,0.9688,315.9,,,5.5,1.5
0.5,0.95,0.9362,320.3,,,5.5,2
0.5,0.95,0.9034,324.8,,,5.5,2.5
0.5,0.95,0.8705,329.3,,,5.5,3
0.5,0.95,0.8372,333.8,,,5.5,3.5
0.5,0.95,0.8036,338.3,,,5.5,4
0.5,0.95,0.7694,343,,,5.5,4.5
0.5,0.95,0.7344,347.7,,,5.5,5
0.5,0.95,0.6984,352.6,,,5.5,5.5
0.5,0.95,0.6609,357.7,,,5.5,6
0.5,0.95,1.049,305.1,,,6,0
0.5,0.95,1.017,309.4,,,6,0.5
0.5,0.95,0.9852,313.7,,,6,1
0.5,0.95,0.9535,318,,,6,1.5
0.5,0.95,0.9219,322.3,,,6,2
0.5,0.95,0.8901,326.6,,,6,2.5
0.5,0.95,0.858,330.9,,,6,3
0.5,0.95,0.8257,335.3,,,6,3.5
0.5,0.95,0.793,339.8,,,6,4
0.5,0.95,0.7597,344.3,,,6,4.5
0.5,0.95,0.7255,348.9,,,6,5
0.5,0.95,0.6903,353.7,,,6,5.5
0.5,0.95,0.6537,358.7,,,6,6
0.5,1,1.405,260.7,,,0,0
0.5,1,1.348,267.9,,,0,0.5
0.5,1,1.293,275,,,0,1
0.5,1,1.239,281.9,,,0,1.5
0.5,1,1.186,288.8,,,0,2
0.5,1,1.133,295.5,,,0,2.5
0.5,1,1.081,302.2,,,0,3
0.5,1,1.03,308.8,,,0,3.5
0.5,1,0.9788,315.3,,,0,4
0.5,1,0.9279,321.9,,,0,4.5
0.5,1,0.8768,328.4,,,0,5
0.5,1,0.8252,335,,,0,5.5
0.5,1,0.7727,341.8,,,0,6
0.5,1,1.356,266.9,,,0.5,0
0.5,1,1.303,273.6,,,0.5,0.5
0.5,1,1.252,280.3,,,0.5,1
0.5,1,1.201,286.8,,,0.5,1.5
