,y,yhat
2659,517.45123,532.6009
2660,494.76825,522.8668
2661,500.43906,510.66754
2662,503.8415,504.55008
2663,498.17075,497.34924
2664,536.7317,494.92975
2665,497.03662,531.1476
2666,542.4024,538.8875
2667,690.9756,611.5223
2668,785.1098,754.799
2669,827.0732,799.0465
2670,820.2683,804.9097
2671,815.7317,794.3899
2672,881.5122,792.6057
2673,832.7439,813.10724
2674,850.89026,805.52313
2675,855.4268,801.47156
2676,732.939,764.83374
2677,656.95123,660.64716
2678,590.03656,604.04425
2679,580.96344,568.9562
2680,575.29266,564.16296
2681,560.5488,558.52673
2682,534.4634,547.0066
2683,568.4878,535.5209
2684,558.2805,537.97894
2685,525.39026,534.259
2686,510.64636,519.2469
2687,533.3293,505.48526
2688,514.04877,510.8545
2689,541.26825,526.35675
2690,612.71954,600.1367
2691,679.63416,705.58826
2692,892.85364,762.4188
2693,841.817,840.03503
2694,888.3171,814.24835
2695,832.7439,822.1802
2696,863.36584,806.7238
2697,840.6829,811.5079
2698,813.46344,809.35657
2699,786.24396,778.48175
2700,712.52435,725.4575
2701,663.7561,642.0201
2702,620.65857,603.0472
2703,609.317,583.21857
2704,568.4878,572.655
2705,531.061,558.0559
2706,557.14636,538.8258
2707,561.6829,536.37775
2708,499.3049,531.68164
2709,483.42682,511.1148
2710,478.89023,497.6761
2711,515.1829,485.60608
2712,497.03662,510.44403
2713,499.3049,524.84265
2714,586.63416,568.06256
2715,712.52435,688.51013
2716,754.4878,775.4403
2717,788.5122,791.9826
2718,796.45123,791.2062
2719,768.09753,783.76263
2720,780.5731,771.2171
2721,795.3171,776.78033
2722,802.12195,774.9917
2723,765.8293,755.41125
2724,633.13416,702.6728
2725,602.51215,598.28265
2726,525.39026,568.0022
2727,517.45123,537.5503
2728,576.4268,530.3118
2729,491.3658,539.0102
2730,542.4024,515.3945
2731,520.85364,523.20953
2732,514.04877,514.3335
2733,492.49997,509.2391
2734,523.12195,496.57913
2735,468.68292,499.30124
2736,477.75607,497.58795
2737,463.0122,497.2375
2738,472.08536,495.28833
2739,493.63412,501.52936
2740,483.42682,503.66287
2741,535.59753,499.44537
2742,524.2561,516.3761
2743,532.1951,517.0357
2744,543.53656,523.2516
2745,501.57318,531.4276
2746,533.3293,513.83795
2747,497.03662,521.0802
2748,508.37805,507.516
2749,506.10977,507.5247
2750,526.5244,505.49182
2751,539.0,509.8748
2752,516.3171,515.0058
2753,514.04877,507.0213
2754,483.42682,506.1689
2755,495.9024,497.38095
2756,480.02438,496.06265
2757,483.42682,490.2206
2758,482.29266,486.83746
2759,474.35364,484.4451
2760,504.97562,472.4276
2761,487.96338,482.5129
2762,474.35364,479.19876
2763,498.17075,475.0916
2764,475.4878,488.60614
2765,474.35364,482.18933
2766,451.67072,485.46045
2767,477.75607,475.8342
2768,480.02438,485.69278
2769,506.10977,488.40402
2770,501.57318,497.53888
2771,550.34143,499.80048
2772,527.6585,519.4482
2773,511.7805,515.98083
2774,515.1829,512.3319
2775,539.0,510.75296
2776,548.0731,517.8049
2777,554.878,519.6304
2778,498.17075,519.3131
2779,550.34143,499.8019
2780,527.6585,511.1102
2781,506.10977,502.02457
2782,481.1585,492.52902
2783,478.89023,478.5827
2784,475.4878,484.89697
2785,485.6951,501.48172
2786,546.939,523.6675
2787,647.87805,619.3916
2788,752.21954,720.66895
2789,794.1829,777.14044
2790,837.28046,785.89636
2791,812.3293,793.0405
2792,796.45123,788.2851
2793,783.97565,785.0168
2794,779.439,781.37286
2795,816.86584,762.2907
2796,757.89026,745.05
2797,626.3293,679.68835
2798,545.8049,587.74176
2799,523.12195,549.45905
2800,504.97562,537.7242
2801,486.82925,527.9849
2802,477.75607,512.0052
2803,477.75607,501.22797
2804,464.14633,496.23178
2805,455.07318,486.94504
2806,455.07318,476.5239
2807,451.67072,467.49084
2808,465.2805,469.6822
2809,478.89023,481.49362
2810,562.8171,516.3105
2811,656.95123,635.0619
2812,706.85364,728.24335
2813,777.1707,751.40955
2814,859.96344,768.858
2815,846.3537,787.5365
2816,838.4146,788.0513
2817,799.8537,794.2961
2818,771.5,785.83276
2819,731.8049,764.6941
2820,644.4756,711.6303
2821,659.2195,609.90356
2822,603.6463,591.0056
2823,535.59753,561.9693
2824,491.3658,540.8056
2825,477.75607,524.35297
2826,470.9512,514.1073
2827,499.3049,507.4779
2828,463.0122,504.7182
2829,450.53656,488.1682
2830,474.35364,480.0005
2831,447.13412,480.54468
2832,446.0,476.10693
2833,447.13412,476.46246
2834,459.60977,485.98373
2835,487.96338,512.20734
2836,489.09753,554.2646
2837,519.71954,557.24146
2838,526.5244,576.7368
2839,584.36584,567.4633
2840,586.63416,601.56793
2841,630.86584,597.32056
2842,655.8171,625.6352
2843,611.5854,640.29486
2844,629.7317,599.36066
2845,594.5732,597.4518
2846,515.1829,558.8007
2847,493.63412,513.0101
2848,501.57318,496.31805
2849,464.14633,490.65985
2850,464.14633,479.40823
2851,477.75607,473.0227
2852,474.35364,473.20126
2853,481.1585,474.0548
2854,460.7439,474.30017
2855,463.0122,469.00897
2856,466.41464,481.98215
2857,470.9512,491.20297
2858,504.97562,508.94025
2859,629.7317,565.99945
2860,722.7317,698.33484
2861,770.36584,751.90857
2862,807.79266,766.19666
2863,808.9268,772.77484
2864,797.5854,768.34076
2865,795.3171,768.9348
2866,813.46344,768.02856
2867,807.79266,761.56964
2868,715.9268,732.66956
2869,639.939,649.53705
2870,613.8537,589.81714
2871,599.10974,569.0499
2872,559.4147,559.35706
2873,563.95123,544.2301
2874,560.5488,537.10223
2875,545.8049,531.91113
2876,519.71954,525.78644
2877,497.03662,513.3643
2878,510.64636,498.70435
2879,528.79266,496.1227
2880,468.0,493.60248
2881,457.0,491.48633
2882,459.0,486.99454
2883,467.0,484.48447
2884,470.0,486.93713
2885,513.0,489.31094
2886,566.0,504.6585
2887,538.0,531.5939
2888,528.0,524.8402
2889,524.0,521.55084
2890,499.00003,516.9804
2891,499.00003,506.57562
2892,548.0,504.06348
2893,521.0,517.43774
2894,489.99997,510.807
2895,490.99997,500.99292
2896,499.00003,498.27094
2897,480.0,499.05795
2898,481.0,492.19156
2899,471.0,489.44388
2900,483.99997,485.08807
2901,452.99997,487.11545
2902,498.00003,477.7343
2903,477.0,487.29837
2904,503.00003,470.65753
2905,487.99997,478.16425
2906,483.99997,476.5015
2907,482.99997,478.59903
2908,461.0,482.3333
2909,495.99997,475.9706
2910,472.0,490.5635
2911,493.99997,480.4808
2912,499.00003,488.87918
2913,504.00003,495.35284
2914,532.0,497.9294
2915,518.0,512.27264
2916,541.0,509.19818
2917,544.0,518.06744
2918,536.0,520.94464
2919,485.99997,518.18494
2920,525.0,503.57346
2921,523.0,508.11383
2922,505.00003,506.817
2923,467.0,498.78262
2924,463.0,482.01477
2925,459.0,475.69534
2926,481.99997,469.6106
2927,461.0,472.15054
2928,455.0,474.62265
2929,466.0,478.59915
2930,504.00003,499.5708
2931,575.0,568.15497
2932,673.0,670.184
2933,674.0,740.69904
2934,708.0,735.072
2935,737.0,744.3815
2936,732.0,752.2753
2937,689.0,746.6388
2938,649.0,721.13794
2939,675.0,668.567
2940,645.0,654.11566
2941,582.0,603.6744
2942,525.0,552.2036
2943,513.0,521.7448
2944,493.99997,512.07367
2945,525.0,503.60257
2946,520.0,506.3597
2947,502.00003,501.2637
2948,483.99997,495.57248
2949,464.0,486.89383
2950,456.0,476.46866
2951,468.0,467.59518
2952,464.0,472.1432
2953,474.0,475.7513
2954,492.99997,494.25363
2955,587.0,522.6208
2956,699.0,630.0103
2957,720.0,724.0741
2958,744.0,725.0505
2959,771.0,728.03375
2960,798.0,739.18317
2961,721.0,756.4483
2962,702.0,729.60736
2963,742.0,704.8335
2964,736.0,696.5149
2965,651.0,654.55396
2966,603.0,589.5549
2967,581.0,558.638
2968,478.0,548.709
2969,502.00003,520.51874
2970,488.99997,516.24615
2971,510.0,505.53528
2972,472.0,507.19675
2973,446.0,493.63544
2974,451.99997,479.02045
2975,460.0,472.87006
2976,458.0,474.95105
2977,488.99997,476.81052
2978,511.0,506.91125
2979,551.0,548.9903
2980,761.0,620.2964
2981,731.0,775.7384
2982,776.0,753.58936
2983,751.0,761.5244
2984,755.0,746.48737
2985,889.0,748.62164
2986,832.0,797.79816
2987,759.0,780.2438
2988,763.0,726.7813
2989,717.0,672.6238
2990,655.0,618.5181
2991,608.0,587.32513
2992,545.0,560.71387
2993,574.0,544.5103
2994,531.0,547.5003
2995,561.0,530.84143
2996,526.0,533.51215
2997,508.0,519.9074
2998,507.00003,511.6736
2999,509.0,502.49393
3000,536.0,496.88116
3001,531.0,526.46954
3002,572.0,558.56067
3003,626.0,652.14764
3004,689.0,709.34973
3005,768.0,749.2866
3006,793.0,789.3605
3007,831.0,788.0131
3008,852.0,796.02795
3009,846.0,796.4419
3010,853.0,790.5566
3011,820.0,786.95197
3012,691.0,756.7418
3013,654.0,664.5232
3014,644.0,610.5172
3015,589.0,588.0859
3016,598.0,566.0721
3017,564.0,559.7591
3018,546.0,544.7356
3019,552.0,536.0862
3020,504.00003,529.7471
3021,484.99997,510.94186
3022,481.99997,498.12775
3023,499.00003,488.30557
3024,513.0,499.751
3025,451.0,522.927
3026,542.0,504.2891
3027,618.0,606.2718
3028,691.0,698.596
3029,765.0,750.16156
3030,815.0,775.9867
3031,822.0,784.88654
3032,783.0,785.0271
3033,789.0,769.264
3034,846.0,770.923
3035,819.0,774.0582
3036,736.0,739.96014
3037,621.0,666.9143
3038,542.0,581.4683
3039,569.0,544.7605
3040,551.0,547.20605
3041,502.00003,537.4235
3042,516.0,520.5774
3043,485.99997,517.02704
3044,516.0,508.47052
3045,497.00003,509.98816
3046,497.00003,498.193
3047,498.00003,493.25507
3048,507.00003,502.77673
3049,508.0,502.21848
3050,485.99997,508.41132
3051,506.00003,507.55356
3052,519.0,514.52484
3053,533.0,518.4146
3054,575.0,521.0249
3055,581.0,539.73114
3056,538.0,547.4979
3057,574.0,534.5477
3058,604.0,545.48065
3059,605.0,556.8688
3060,608.0,557.81885
3061,599.0,554.09515
3062,569.0,549.6824
3063,506.00003,539.6412
3064,553.0,518.3055
3065,546.0,525.6511
3066,540.0,522.96326
3067,513.0,519.1814
3068,506.00003,510.58423
3069,525.0,506.20923
3070,533.0,509.02994
3071,499.00003,510.33875
3072,523.0,493.36096
3073,548.0,498.54675
3074,545.0,513.48315
3075,523.0,527.5366
3076,512.0,518.9549
3077,499.00003,511.37335
3078,547.0,506.61838
3079,537.0,527.0679
3080,572.0,525.4486
3081,591.0,545.29156
3082,651.0,556.9264
3083,580.0,586.3903
3084,596.0,557.3285
3085,586.0,558.3772
3086,559.0,553.5351
3087,486.99997,543.8564
3088,544.0,519.19775
3089,545.0,527.55457
3090,531.0,526.1772
3091,546.0,519.94556
3092,506.00003,516.4133
3093,483.99997,504.7573
3094,485.99997,494.38873
3095,502.00003,489.3281
3096,525.0,514.013
3097,481.0,554.5185
3098,539.0,522.46576
3099,568.0,613.9862
3100,785.0,658.488
3101,826.0,792.02454
3102,883.0,802.36304
3103,717.0,812.3782
3104,842.0,759.3582
3105,911.0,794.9767
3106,882.0,821.8615
3107,883.0,811.50256
3108,792.0,796.07294
3109,683.0,705.33484
3110,587.0,616.6672
3111,586.0,571.23773
3112,558.0,563.83673
3113,566.0,554.78436
3114,567.0,545.9889
3115,573.0,540.6577
3116,518.0,538.60504
3117,525.0,520.2805
3118,519.0,517.06616
3119,523.0,501.33783
3120,540.0,509.78406
3121,536.0,533.7662
3122,576.0,599.78094
3123,622.0,691.2329
3124,752.0,728.32056
3125,784.0,801.1232
3126,838.0,796.6226
3127,842.0,806.4574
3128,794.0,809.2701
3129,788.0,795.3351
3130,786.0,794.7057
3131,763.0,781.98773
3132,704.0,746.8494
3133,671.0,664.7235
3134,626.0,614.275
3135,553.0,587.6174
3136,544.0,558.96686
3137,532.0,551.55566
3138,548.0,542.57654
3139,563.0,538.6417
3140,537.0,537.7455
3141,508.0,526.9332
3142,514.0,514.43335
3143,505.00003,509.79587
3144,527.0,506.50943
3145,539.0,528.5875
3146,546.0,569.6862
3147,628.0,622.7286
3148,684.0,717.3186
3149,781.0,750.3557
3150,839.0,788.3818
3151,838.0,799.4155
3152,776.0,794.0886
3153,769.0,773.68164
3154,776.0,767.96124
3155,770.0,758.3022
3156,726.0,725.41595
3157,653.0,659.4415
3158,608.0,594.0008
3159,554.0,567.4336
3160,533.0,549.70685
3161,516.0,540.284
3162,508.0,530.5506
3163,472.0,521.28864
3164,460.0,506.43207
3165,451.99997,495.67886
3166,451.0,486.07187
3167,449.0,480.40305
3168,462.0,468.96085
3169,473.0,478.09888
3170,548.0,506.92773
3171,637.0,624.56445
3172,765.0,724.4097
3173,829.0,786.147
3174,848.0,797.571
3175,791.0,794.3561
3176,782.0,778.99713
3177,821.0,776.3803
3178,764.0,785.7721
3179,751.0,755.41156
3180,671.0,711.1517
3181,677.0,621.72125
3182,621.0,599.1688
3183,571.0,572.9533
3184,554.0,552.6687
3185,538.0,542.99854
3186,524.0,531.6609
3187,517.0,521.34375
3188,514.0,512.5889
3189,511.0,504.20474
3190,510.0,500.65173
3191,511.0,494.01538
3192,527.0,500.88596
3193,537.0,527.3614
3194,600.0,584.9963
3195,723.0,690.0043
3196,853.0,777.0224
3197,847.0,818.9225
3198,860.0,808.41656
3199,866.0,805.50226
3200,859.0,805.16406
3201,886.0,801.74255
3202,887.0,809.8511
3203,851.0,791.7396
3204,748.0,740.54913
3205,677.0,649.65063
3206,621.0,600.822
3207,571.0,578.63324
3208,554.0,562.4616
3209,538.0,554.12164
3210,524.0,543.183
3211,511.0,533.5264
3212,503.00003,525.72504
3213,481.0,516.1616
3214,500.00003,502.2427
3215,501.00003,497.2486
3216,487.99997,506.5867
3217,495.99997,503.19266
3218,561.0,509.16608
3219,548.0,543.7652
3220,559.0,545.43396
3221,548.0,546.3241
3222,564.0,539.2642
3223,569.0,547.07556
3224,581.0,551.2602
3225,580.0,555.83014
3226,579.0,554.4621
3227,583.0,548.6195
3228,580.0,546.52313
3229,567.0,544.4982
3230,563.0,536.88116
3231,514.0,534.4535
3232,529.0,520.14844
3233,517.0,520.588
3234,495.99997,515.61053
3235,511.0,508.67856
3236,503.00003,507.1855
3237,481.0,501.56143
3238,500.00003,494.50922
3239,501.00003,494.97913
3240,487.99997,489.031
3241,495.99997,487.16455
3242,561.0,489.22586
3243,548.0,526.9295
3244,559.0,530.60925
3245,548.0,539.4417
3246,564.0,535.27655
3247,569.0,544.3786
3248,581.0,547.63153
3249,580.0,552.8053
3250,579.0,553.4927
3251,583.0,549.9879
3252,580.0,550.0966
3253,567.0,549.09344
3254,563.0,541.07056
3255,514.0,538.7323
3256,529.0,524.00574
3257,517.0,523.3655
3258,495.99997,517.3547
3259,511.0,509.452
3260,503.00003,506.48044
3261,481.0,499.13687
3262,500.00003,490.50955
3263,501.00003,489.7831
3264,487.99997,510.72778
3265,495.99997,520.69403
3266,561.0,544.1362
3267,548.0,644.7165
3268,559.0,645.653
3269,548.0,653.7764
3270,564.0,635.1522
3271,569.0,636.66986
3272,581.0,632.05347
3273,580.0,626.85175
3274,579.0,614.6139
3275,583.0,591.5463
3276,580.0,579.39014
3277,567.0,567.5843
3278,563.0,545.773
3279,514.0,535.51416
3280,529.0,510.71887
3281,517.0,509.77686
3282,495.99997,501.7335
3283,471.0,491.57465
3284,461.0,477.77365
3285,454.0,468.21225
3286,451.99997,465.08713
3287,450.0,464.2595
3288,462.0,459.46832
3289,474.0,469.67444
3290,548.0,482.2312
3291,636.0,556.81366
3292,691.0,661.591
3293,708.0,705.0349
3294,745.0,711.1413
3295,728.0,728.0038
3296,775.0,721.90686
3297,803.0,744.88226
3298,860.0,758.1566
3299,770.0,771.28265
3300,704.0,715.7894
3301,642.0,645.4004
3302,602.0,592.28424
3303,556.0,566.2153
3304,563.0,547.59906
3305,534.0,542.65265
3306,536.0,530.13824
3307,576.0,527.46545
3308,544.0,534.2435
3309,516.0,523.9579
3310,513.0,509.11682
3311,531.0,502.26526
3312,535.0,512.48016
3313,521.0,536.35876
3314,563.0,558.54706
3315,630.0,630.183
3316,766.0,698.6899
3317,800.0,780.01855
3318,862.0,789.7675
3319,834.0,807.83514
3320,790.0,797.3438
3321,813.0,785.8865
3322,783.0,793.06775
3323,751.0,765.08234
3324,723.0,711.6502
3325,677.0,648.56995
3326,585.0,601.1574
3327,556.0,565.6988
3328,548.0,551.603
3329,553.0,546.5891
3330,568.0,543.48315
3331,564.0,540.60815
3332,566.0,535.96466
3333,534.0,533.3391
3334,514.0,522.3984
3335,531.0,511.22025
3336,529.0,513.9404
3337,524.0,527.9114
3338,611.0,569.0486
3339,705.0,703.82434
3340,780.0,777.05963
3341,775.0,802.4121
3342,848.0,792.49585
3343,828.0,803.03015
3344,844.0,793.9763
3345,833.0,798.72205
3346,788.0,794.49603
3347,736.0,760.09607
3348,740.0,699.0371
3349,641.0,654.6896
3350,584.0,596.26733
3351,541.0,567.37476
3352,546.0,548.5528
3353,564.0,544.8692
3354,556.0,541.1916
3355,539.0,532.8328
3356,499.00003,524.0175
3357,520.0,506.5284
3358,509.0,504.5598
3359,527.0,500.1446
3360,518.0,516.7401
3361,517.0,533.5448
3362,560.0,574.92633
3363,659.0,658.0686
3364,712.0,739.69525
3365,770.0,768.3859
3366,746.0,781.26654
3367,717.0,757.53485
3368,718.0,738.1399
3369,748.0,735.7116
3370,752.0,738.1717
3371,674.0,723.26575
3372,628.0,638.59753
3373,637.0,581.4031
3374,565.0,571.4756
3375,518.0,544.139
3376,533.0,526.67145
3377,532.0,523.62085
3378,524.0,521.0751
3379,519.0,516.53906
3380,505.00003,510.2654
3381,500.00003,504.17154
3382,528.0,498.28595
3383,514.0,505.55557
3384,500.00003,505.81012
3385,491.99997,502.88474
3386,515.0,503.89758
3387,504.00003,515.9739
3388,475.0,512.0488
3389,490.99997,498.42154
3390,582.0,501.5845
3391,538.0,538.2304
