day_of_week,hour,energy_load
3,14,584
3,15,541
3,16,546
3,17,564
3,18,556
3,19,539
3,20,499
3,21,520
3,22,509
3,23,527
4,0,518
4,1,517
4,2,560
4,3,659
4,4,712
4,5,770
4,6,746
4,7,717
4,8,718
4,9,748
4,10,752
4,11,674
4,12,628
4,13,637
4,14,565
4,15,518
4,16,533
4,17,532
4,18,524
4,19,519
4,20,505
4,21,500
4,22,528
4,23,514
5,0,500
5,1,492
5,2,515
5,3,504
5,4,475
5,5,491
5,6,582
5,7,538
5,8,530
5,9,508
5,10,516
5,11,503
5,12,549
5,13,543
