,model,rmse,mae,r2,var
0,svm,0.055863171921882025,0.047105018561959006,0.999108373149379,0.0030890475457048595
0,rf,0.07280987295494411,0.04209045584045585,0.9984853492572242,6.976245670286769
0,knn,0.08380448966049515,0.025377115337133837,0.9979933735750697,0.007022950379176898
0,glm,1.8659010603552542,1.6126738538288752,0.005260923704325071,3.500027146153204
0,mlp,0.03242887322907292,0.026635105241397845,0.9996995337660265,0.0010471447152086638
