,model,rmse,mae,r2,var
0,svm,1.282204377897056,0.9936676124177495,0.5302719809433211,1.643201615624371
0,rf,1.1893124530853973,0.9140955320582935,0.5958673968388556,1.4144628101637402
0,knn,1.2892507729135396,1.0036635254583977,0.5250949841548117,1.662167484362626
0,glm,1.8596801511869865,1.6065158229265508,0.011882781508899265,3.458395307969812
0,mlp,1.2751469423936703,0.9947499499925472,0.5354286500868782,1.625738592667501
